City,Date,PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Mumbai,2018-06-17,58.83,122.9,33.55,47.93,51.77,2.78,20.32,54.86,5.71,13.4,8.18,245.0,Poor
Mumbai,2018-06-18,66.11,59.38,32.52,46.45,35.95,2.71,40.22,21.85,6.8,16.52,2.98,276.0,Poor
Mumbai,2018-06-19,55.62,165.21,26.74,38.2,55.18,3.03,25.52,37.67,8.97,15.82,1.29,232.0,Poor
Mumbai,2018-06-20,100.08,124.19,40.16,57.37,54.52,2.99,16.87,57.24,6.15,12.1,5.71,417.0,Severe
Mumbai,2018-06-21,92.76,214.3,31.94,45.63,45.81,3.93,35.11,48.15,7.52,10.08,4.7,387.0,Very Poor
Mumbai,2018-06-22,125.55,141.14,47.47,67.81,55.64,4.1,34.46,50.25,5.38,16.95,6.11,500.0,Severe
Mumbai,2018-06-23,56.06,115.93,31.77,45.38,27.31,3.0,17.19,41.86,9.22,17.76,8.12,234.0,Poor
Mumbai,2018-06-24,16.33,26.65,26.31,37.58,30.98,2.03,11.1,46.41,9.16,14.42,7.24,68.0,Satisfactory
Mumbai,2018-06-25,85.8,134.08,46.36,66.23,19.59,2.56,16.91,20.7,10.53,17.72,7.11,358.0,Very Poor
Mumbai,2018-06-26,80.07,107.71,45.63,65.18,49.61,3.17,36.74,34.96,14.03,17.05,4.67,334.0,Very Poor
Mumbai,2018-06-27,28.36,116.5,29.58,42.25,33.16,2.11,22.89,34.13,10.54,13.86,4.83,118.0,Moderate
Mumbai,2018-06-28,57.33,30.2,33.05,47.22,45.31,2.38,22.19,59.53,9.19,9.05,10.27,239.0,Poor
Mumbai,2018-06-29,56.76,66.43,35.03,50.05,39.65,2.44,31.5,55.02,4.9,11.64,8.31,237.0,Poor
Mumbai,2018-06-30,14.68,48.78,17.75,25.36,40.72,1.66,14.56,44.81,2.84,11.18,8.02,61.0,Satisfactory
Mumbai,2018-07-01,81.87,82.51,37.27,53.24,44.47,2.96,24.52,21.31,4.23,9.94,5.81,341.0,Very Poor
Mumbai,2018-07-02,105.5,111.95,52.23,74.61,47.18,3.73,36.8,33.6,5.64,14.32,5.3,440.0,Severe
Mumbai,2018-07-03,85.14,125.3,32.51,46.45,53.19,2.62,16.97,63.9,11.83,8.2,2.1,355.0,Very Poor
Mumbai,2018-07-04,84.96,175.94,41.04,58.63,40.48,2.94,27.91,40.09,5.88,7.4,2.23,354.0,Very Poor
Mumbai,2018-07-05,32.41,81.04,31.37,44.81,36.36,2.31,14.8,34.56,9.49,18.14,4.57,135.0,Moderate
Mumbai,2018-07-06,71.14,92.36,41.18,58.83,29.23,2.97,41.49,46.58,1.0,6.82,2.63,297.0,Poor
Mumbai,2018-07-07,50.94,106.62,39.78,56.83,41.65,2.22,24.51,30.9,7.37,12.76,4.52,212.0,Poor
Mumbai,2018-07-08,54.23,145.5,25.94,37.05,44.2,2.56,6.42,24.14,14.44,4.5,1.44,226.0,Poor
Mumbai,2018-07-09,104.65,171.22,29.53,42.19,81.26,3.1,37.5,45.75,12.76,11.49,8.84,436.0,Severe
Mumbai,2018-07-10,64.89,169.99,39.87,56.95,42.27,2.09,22.42,24.15,5.83,11.08,3.52,271.0,Poor
Mumbai,2018-07-11,59.56,85.38,31.92,45.6,41.5,2.62,21.28,44.73,12.91,13.08,5.16,248.0,Poor
Mumbai,2018-07-12,26.23,20.0,18.45,26.36,32.45,1.93,13.93,41.38,5.07,11.91,8.51,109.0,Moderate
Mumbai,2018-07-13,61.96,127.44,32.34,46.2,43.28,2.64,13.13,43.79,3.85,9.44,4.12,258.0,Poor
Mumbai,2018-07-14,60.23,165.1,39.04,55.77,30.74,2.67,29.0,56.07,9.12,6.4,8.13,251.0,Poor
Mumbai,2018-07-15,78.2,129.34,38.56,55.09,48.2,2.69,34.8,55.32,8.87,10.73,3.09,326.0,Very Poor
Mumbai,2018-07-16,26.7,85.6,30.07,42.96,10.91,1.13,25.7,55.2,5.28,20.17,6.31,111.0,Moderate
Mumbai,2018-07-17,48.81,79.26,34.24,48.91,21.88,1.71,20.52,62.59,1.29,15.5,3.08,204.0,Poor
Mumbai,2018-07-18,94.25,125.57,36.43,52.05,57.59,2.73,38.81,30.58,6.15,13.63,5.0,393.0,Very Poor
Mumbai,2018-07-19,47.32,111.38,22.44,32.06,34.31,1.71,29.53,20.99,6.88,13.42,6.17,197.0,Moderate
Mumbai,2018-07-20,68.39,161.89,27.27,38.96,48.7,2.71,14.84,71.03,4.35,7.49,7.23,285.0,Poor
Mumbai,2018-07-21,10.76,75.86,31.25,44.64,26.74,1.24,28.8,49.67,10.64,11.98,4.35,45.0,Good
Mumbai,2018-07-22,67.35,114.77,32.33,46.19,54.59,2.48,19.28,37.86,12.8,19.24,5.3,281.0,Poor
Mumbai,2018-07-23,24.57,153.12,24.28,34.69,44.09,2.47,17.22,27.64,9.78,4.08,5.26,102.0,Moderate
Mumbai,2018-07-24,77.1,85.09,30.67,43.81,40.03,3.62,30.06,41.07,5.9,7.26,7.63,321.0,Very Poor
Mumbai,2018-07-25,20.92,20.0,34.27,48.96,28.55,1.99,22.31,52.47,7.91,16.05,9.28,87.0,Satisfactory
Mumbai,2018-07-26,51.51,20.0,26.79,38.27,41.92,2.93,27.41,55.72,5.46,13.19,7.17,215.0,Poor
Mumbai,2018-07-27,88.97,250.1,39.3,56.15,57.74,2.59,19.38,48.02,9.44,13.94,4.38,371.0,Very Poor
Mumbai,2018-07-28,31.49,41.14,33.41,47.73,22.57,1.56,21.17,27.92,11.61,9.15,4.18,131.0,Moderate
Mumbai,2018-07-29,64.7,79.35,31.67,45.24,28.5,1.96,22.77,42.6,6.95,10.61,7.54,270.0,Poor
Mumbai,2018-07-30,88.63,144.83,42.13,60.18,42.36,3.37,27.65,46.03,10.67,13.16,4.96,370.0,Very Poor
Mumbai,2018-07-31,59.99,153.57,35.6,50.86,43.57,1.96,15.12,42.02,7.34,7.68,8.2,250.0,Poor
Mumbai,2018-08-01,72.95,215.82,31.46,44.94,49.59,2.38,15.16,61.7,13.37,13.2,8.71,304.0,Very Poor
Mumbai,2018-08-02,77.58,125.08,50.15,71.65,38.75,2.66,32.41,46.36,8.32,16.78,5.68,324.0,Very Poor
Mumbai,2018-08-03,49.43,32.32,35.75,51.07,,1.38,18.12,18.94,5.94,8.75,5.14,206.0,Poor
Mumbai,2018-08-04,76.48,92.39,42.92,61.32,47.28,2.97,21.87,48.91,11.18,15.2,7.45,319.0,Very Poor
Mumbai,2018-08-05,62.51,95.19,34.35,49.07,38.42,1.84,15.25,14.23,12.11,13.74,7.73,261.0,Poor
Mumbai,2018-08-06,50.93,136.28,29.89,42.7,37.89,2.81,30.54,20.37,10.5,10.65,9.49,212.0,Poor
Mumbai,2018-08-07,44.04,90.44,32.86,46.94,52.13,1.81,5.39,58.93,4.17,6.9,7.53,184.0,Moderate
Mumbai,2018-08-08,100.18,172.74,52.46,74.94,46.12,3.08,27.88,47.24,3.44,12.53,5.36,418.0,Severe
Mumbai,2018-08-09,55.22,128.37,33.67,48.1,46.75,3.04,25.14,61.46,6.05,13.13,7.03,230.0,Poor
Mumbai,2018-08-10,71.5,159.8,33.29,47.55,35.79,3.22,35.0,72.28,8.42,10.4,5.64,298.0,Poor
Mumbai,2018-08-11,64.8,72.25,41.19,58.84,31.21,2.93,22.74,60.44,1.67,12.66,6.51,270.0,Poor
Mumbai,2018-08-12,22.06,20.0,21.08,30.12,43.07,1.9,23.23,60.04,5.3,9.02,4.6,92.0,Satisfactory
Mumbai,2018-08-13,35.63,49.54,28.3,40.43,46.12,2.2,15.2,54.14,6.66,7.52,6.43,149.0,Moderate
Mumbai,2018-08-14,115.83,182.95,57.27,81.82,52.53,4.08,32.87,61.31,5.93,9.95,6.83,483.0,Severe
Mumbai,2018-08-15,44.59,129.3,32.35,46.21,15.08,2.57,20.58,63.85,3.54,14.34,9.39,186.0,Moderate
Mumbai,2018-08-16,78.6,108.7,26.48,37.82,31.34,2.43,24.42,42.05,6.36,8.53,7.05,328.0,Very Poor
Mumbai,2018-08-17,89.39,177.18,35.22,50.31,42.9,3.03,23.14,40.46,11.16,13.98,10.04,373.0,Very Poor
Mumbai,2018-08-18,42.37,144.15,32.41,46.29,10.48,1.78,14.21,48.73,7.62,9.38,4.49,177.0,Moderate
Mumbai,2018-08-19,19.15,20.0,25.84,36.92,12.78,1.61,15.12,40.22,11.19,14.93,6.09,80.0,Satisfactory
Mumbai,2018-08-20,42.82,120.62,34.32,49.02,36.13,2.13,33.2,52.29,,16.26,3.54,179.0,Moderate
Mumbai,2018-08-21,34.75,45.54,40.38,57.68,27.35,1.76,19.69,30.12,13.36,7.74,5.17,145.0,Moderate
Mumbai,2018-08-22,109.89,193.14,41.8,59.71,73.97,3.12,34.61,44.79,6.06,11.07,4.49,458.0,Severe
Mumbai,2018-08-23,62.01,160.26,35.21,50.3,31.21,1.97,24.06,61.39,6.78,11.98,7.07,259.0,Poor
Mumbai,2018-08-24,63.71,152.87,27.77,39.67,62.57,2.81,28.6,50.4,6.25,17.66,8.31,266.0,Poor
Mumbai,2018-08-25,68.2,214.13,35.25,50.36,40.92,2.89,30.11,12.81,7.33,11.9,4.56,284.0,Poor
Mumbai,2018-08-26,63.09,90.79,38.63,55.19,38.52,2.6,21.75,21.09,5.29,13.05,7.85,263.0,Poor
Mumbai,2018-08-27,86.36,97.29,32.37,46.25,44.69,2.28,14.03,35.56,8.68,8.41,7.67,360.0,Very Poor
Mumbai,2018-08-28,78.59,116.1,62.26,88.94,58.98,3.33,50.21,26.42,2.75,17.59,1.0,328.0,Very Poor
Mumbai,2018-08-29,85.08,153.98,39.64,56.63,49.1,3.34,18.97,,10.98,15.53,8.16,355.0,Very Poor
Mumbai,2018-08-30,65.0,122.95,44.15,63.07,58.89,2.25,35.31,28.52,7.69,12.01,5.5,271.0,Poor
Mumbai,2018-08-31,90.09,130.96,40.13,57.33,55.54,2.97,28.0,27.04,6.97,16.7,8.06,376.0,Very Poor
Mumbai,2018-09-01,17.83,68.54,26.01,37.16,28.03,1.19,16.33,43.6,10.95,6.83,6.23,74.0,Satisfactory
Mumbai,2018-09-02,36.6,56.46,21.79,31.13,41.76,1.91,39.09,58.07,10.07,14.18,10.17,153.0,Moderate
Mumbai,2018-09-03,53.65,102.34,22.5,32.15,46.95,1.62,13.28,43.21,8.1,6.46,5.06,224.0,Poor
Mumbai,2018-09-04,67.98,106.41,34.77,49.68,40.66,2.4,18.5,50.35,8.73,10.56,3.74,283.0,Poor
Mumbai,2018-09-05,88.6,157.18,40.38,57.68,60.14,3.64,29.46,36.51,8.87,19.41,2.44,369.0,Very Poor
Mumbai,2018-09-06,64.47,129.58,34.46,49.24,43.9,2.98,28.55,47.26,8.08,4.63,2.68,269.0,Poor
Mumbai,2018-09-07,109.34,212.57,39.69,56.7,51.92,3.72,37.62,51.1,11.69,8.26,6.02,456.0,Severe
Mumbai,2018-09-08,85.12,184.54,32.21,46.01,61.54,3.04,25.43,65.06,9.86,14.92,6.4,355.0,Very Poor
Mumbai,2018-09-09,53.21,81.93,36.55,52.21,46.4,2.41,28.94,35.63,7.06,8.58,9.17,222.0,Poor
Mumbai,2018-09-10,69.16,103.92,31.96,45.65,20.71,2.58,18.74,39.43,2.91,2.86,6.03,288.0,Poor
Mumbai,2018-09-11,93.02,182.51,31.55,45.08,28.01,3.35,36.36,35.83,9.42,8.38,6.29,388.0,Very Poor
Mumbai,2018-09-12,37.39,70.9,19.6,28.0,36.39,1.8,2.0,45.08,3.51,2.97,5.84,156.0,Moderate
Mumbai,2018-09-13,77.35,39.37,34.79,49.7,48.17,2.75,9.61,46.99,6.19,3.42,3.52,323.0,Very Poor
Mumbai,2018-09-14,82.49,171.63,30.91,44.16,34.26,2.48,37.58,37.98,6.4,7.86,4.09,344.0,Very Poor
Mumbai,2018-09-15,49.92,129.43,38.29,54.69,29.77,2.45,20.1,57.16,3.42,10.58,8.55,208.0,Poor
Mumbai,2018-09-16,53.0,201.23,19.82,28.32,35.78,3.14,14.15,14.33,6.41,12.12,6.51,221.0,Poor
Mumbai,2018-09-17,106.67,155.61,33.0,47.14,59.92,4.08,38.44,29.95,15.81,11.24,5.66,445.0,Severe
Mumbai,2018-09-18,67.85,80.32,39.42,56.32,36.29,2.55,16.5,16.76,12.43,13.04,5.73,283.0,Poor
Mumbai,2018-09-19,112.91,194.75,48.46,69.23,45.52,3.21,19.63,26.56,12.73,11.39,4.68,471.0,Severe
Mumbai,2018-09-20,90.39,156.01,34.59,49.41,64.88,3.04,32.45,18.3,7.1,11.72,4.95,377.0,Very Poor
Mumbai,2018-09-21,72.51,82.62,46.09,65.85,51.52,2.52,23.32,41.41,6.17,10.41,3.5,302.0,Very Poor
Mumbai,2018-09-22,87.71,131.23,43.0,61.43,47.13,2.19,39.59,26.15,4.83,15.67,3.65,366.0,Very Poor
Mumbai,2018-09-23,73.48,140.25,33.1,47.28,60.82,2.97,36.88,39.12,10.94,8.78,1.48,306.0,Very Poor
Mumbai,2018-09-24,90.88,185.93,46.04,65.78,37.26,3.69,15.38,57.81,12.36,19.64,2.57,379.0,Very Poor
Mumbai,2018-09-25,99.48,203.08,42.84,61.19,47.4,3.0,22.61,53.02,8.07,11.69,4.22,415.0,Severe
Mumbai,2018-09-26,28.77,55.59,26.07,37.24,42.89,1.47,4.77,60.9,8.1,13.34,4.71,120.0,Moderate
Mumbai,2018-09-27,18.34,70.87,36.9,52.72,29.76,1.78,12.16,38.33,9.1,3.66,8.64,76.0,Satisfactory
Mumbai,2018-09-28,55.0,63.51,36.91,52.73,51.86,2.65,20.97,48.93,5.81,15.81,4.49,229.0,Poor
Mumbai,2018-09-29,67.25,89.24,26.68,38.11,46.19,2.88,34.53,39.9,10.43,11.96,3.58,280.0,Poor
Mumbai,2018-09-30,106.32,147.74,41.55,59.35,64.16,3.52,32.72,60.0,8.99,4.13,3.1,443.0,Severe
Mumbai,2018-10-01,184.81,360.41,56.99,81.42,58.22,4.83,32.23,52.55,8.54,12.59,5.4,500.0,Severe
Mumbai,2018-10-02,193.59,382.6,56.53,80.75,72.12,5.1,41.19,31.3,3.27,10.48,5.76,500.0,Severe
Mumbai,2018-10-03,168.75,277.61,54.68,78.12,72.15,4.31,32.69,33.88,10.56,4.88,3.6,500.0,Severe
Mumbai,2018-10-04,216.62,375.29,65.33,93.33,,5.51,32.99,28.64,7.04,11.12,5.25,500.0,Severe
Mumbai,2018-10-05,148.26,252.52,52.3,74.72,66.88,4.51,42.93,56.15,2.81,5.34,8.29,500.0,Severe
Mumbai,2018-10-06,152.45,200.36,49.14,70.2,63.22,4.46,39.38,35.87,8.5,11.09,5.0,500.0,Severe
Mumbai,2018-10-07,138.83,232.94,57.07,81.52,56.92,4.49,34.07,62.06,12.03,8.5,4.22,500.0,Severe
Mumbai,2018-10-08,129.02,179.73,48.02,68.59,60.42,4.15,29.05,30.09,8.92,8.72,3.99,500.0,Severe
Mumbai,2018-10-09,158.42,329.13,42.04,60.06,67.88,4.07,49.36,41.48,3.64,7.71,9.13,500.0,Severe
Mumbai,2018-10-10,136.28,277.13,47.21,67.45,58.79,3.94,28.79,52.1,11.14,14.75,7.81,500.0,Severe
Mumbai,2018-10-11,128.92,148.23,45.4,64.86,55.3,3.73,40.28,10.0,11.7,6.42,6.44,500.0,Severe
Mumbai,2018-10-12,154.62,286.74,55.37,79.11,57.54,4.02,33.81,14.27,5.77,16.76,5.2,500.0,Severe
Mumbai,2018-10-13,167.46,273.27,70.68,100.98,87.13,4.3,57.64,26.74,7.58,15.33,4.76,500.0,Severe
Mumbai,2018-10-14,125.12,252.2,43.52,62.17,75.84,3.76,40.41,53.56,3.23,11.52,5.77,500.0,Severe
Mumbai,2018-10-15,186.62,269.45,56.48,80.68,74.43,4.42,34.04,34.87,9.87,13.06,4.98,500.0,Severe
Mumbai,2018-10-16,155.8,306.47,55.46,79.22,69.23,4.24,38.18,49.54,7.21,17.77,7.68,500.0,Severe
Mumbai,2018-10-17,126.95,209.06,52.6,75.14,57.04,3.46,48.75,26.63,10.04,11.7,8.27,500.0,Severe
Mumbai,2018-10-18,198.23,285.55,58.62,83.74,76.03,4.84,30.2,60.15,7.3,8.49,6.41,500.0,Severe
Mumbai,2018-10-19,133.06,272.11,52.83,75.47,77.25,3.66,34.79,22.92,8.22,10.74,10.24,500.0,Severe
Mumbai,2018-10-20,133.71,163.53,38.98,55.69,59.53,3.85,33.03,28.66,9.07,11.82,4.15,500.0,Severe
Mumbai,2018-10-21,109.2,210.26,43.01,61.44,42.39,2.94,32.78,33.8,4.89,16.53,3.22,455.0,Severe
Mumbai,2018-10-22,188.06,399.0,59.99,85.7,73.87,4.94,55.3,54.62,13.52,10.07,8.3,500.0,Severe
Mumbai,2018-10-23,219.49,356.81,67.64,96.62,62.43,6.24,54.04,25.06,9.49,13.86,3.18,500.0,Severe
Mumbai,2018-10-24,89.83,185.67,47.58,67.97,44.92,2.81,29.33,57.58,7.19,14.05,4.63,375.0,Very Poor
Mumbai,2018-10-25,126.95,207.9,45.91,65.59,54.89,3.96,20.52,48.68,8.58,15.18,6.33,500.0,Severe
Mumbai,2018-10-26,91.9,162.2,46.94,67.06,27.78,3.36,28.92,16.94,3.87,23.29,10.16,383.0,Very Poor
Mumbai,2018-10-27,71.93,64.22,39.63,56.62,34.86,2.32,28.66,22.18,8.41,11.7,8.79,300.0,Poor
Mumbai,2018-10-28,159.3,286.88,55.33,79.04,48.77,4.27,37.38,40.83,13.15,10.55,7.01,500.0,Severe
Mumbai,2018-10-29,157.01,351.72,53.29,76.13,67.54,4.04,35.14,35.99,12.74,14.91,4.46,500.0,Severe
Mumbai,2018-10-30,163.97,339.92,57.4,82.0,69.13,4.1,32.2,52.74,8.77,12.25,7.2,500.0,Severe
Mumbai,2018-10-31,219.6,369.26,85.39,121.98,86.9,5.6,63.38,37.15,7.83,17.09,3.47,500.0,Severe
Mumbai,2018-11-01,79.15,114.27,30.15,43.08,38.15,3.22,14.96,16.86,11.92,7.48,6.3,330.0,Very Poor
Mumbai,2018-11-02,93.65,125.46,27.16,38.79,53.95,2.92,34.73,24.72,2.1,,1.22,391.0,Very Poor
Mumbai,2018-11-03,147.38,246.23,40.47,57.81,67.09,4.93,37.76,58.94,9.23,12.16,6.3,500.0,Severe
Mumbai,2018-11-04,49.47,195.97,34.13,48.75,31.85,2.55,21.56,22.28,9.66,12.18,6.89,206.0,Poor
Mumbai,2018-11-05,230.04,432.26,64.54,92.19,93.74,5.62,49.95,62.13,9.37,14.76,6.58,500.0,Severe
Mumbai,2018-11-06,227.52,344.56,54.59,77.99,73.2,5.7,58.65,46.24,11.79,13.4,5.64,500.0,Severe
Mumbai,2018-11-07,117.76,216.82,48.78,69.68,39.32,3.72,36.63,15.99,9.79,14.84,8.09,491.0,Severe
Mumbai,2018-11-08,210.87,346.22,57.89,82.69,86.4,5.88,63.11,27.77,6.6,5.21,1.8,500.0,Severe
Mumbai,2018-11-09,188.44,338.49,69.84,99.77,66.17,5.02,42.46,37.71,2.85,14.08,5.03,500.0,Severe
Mumbai,2018-11-10,134.42,288.29,55.73,79.61,55.5,4.15,30.29,48.44,8.46,20.32,5.44,500.0,Severe
Mumbai,2018-11-11,82.42,115.26,22.73,32.47,41.4,3.33,32.25,15.71,15.92,14.25,8.62,344.0,Very Poor
Mumbai,2018-11-12,205.59,305.32,58.61,83.72,71.5,5.1,41.9,41.84,4.43,8.5,5.41,500.0,Severe
Mumbai,2018-11-13,123.34,167.64,48.78,69.68,54.13,3.54,33.49,19.48,6.08,15.85,7.28,500.0,Severe
Mumbai,2018-11-14,65.27,109.97,25.2,35.99,40.69,1.62,7.76,76.92,12.57,11.29,5.71,272.0,Poor
Mumbai,2018-11-15,235.4,348.08,63.74,91.05,102.38,6.07,67.1,32.35,11.93,9.54,4.39,500.0,Severe
Mumbai,2018-11-16,108.03,139.28,60.05,85.79,55.11,3.27,30.81,48.43,8.76,19.98,6.49,450.0,Severe
Mumbai,2018-11-17,68.85,158.44,45.94,65.63,42.34,2.53,29.53,44.93,9.08,15.74,9.62,287.0,Poor
Mumbai,2018-11-18,110.22,190.45,52.3,74.71,56.72,3.26,26.52,37.48,11.27,19.48,7.63,460.0,Severe
Mumbai,2018-11-19,174.69,365.83,55.85,79.78,66.96,4.93,36.22,58.59,6.82,6.26,4.36,500.0,Severe
Mumbai,2018-11-20,124.4,243.59,57.32,81.88,59.46,3.53,50.26,58.0,7.29,13.61,8.2,500.0,Severe
Mumbai,2018-11-21,83.63,130.5,29.96,42.81,50.89,3.27,34.11,30.01,5.32,15.14,5.73,349.0,Very Poor
Mumbai,2018-11-22,176.93,260.13,56.02,80.03,60.31,4.37,30.96,10.66,7.77,11.02,5.17,500.0,Severe
Mumbai,2018-11-23,82.28,135.33,25.02,35.74,48.71,3.09,27.6,44.41,7.54,13.4,8.14,343.0,Very Poor
Mumbai,2018-11-24,104.13,190.17,50.38,71.97,54.59,3.06,17.45,65.59,,13.01,8.39,434.0,Severe
Mumbai,2018-11-25,123.29,263.96,35.39,50.55,52.83,3.74,34.16,21.22,12.41,11.85,7.25,500.0,Severe
Mumbai,2018-11-26,212.57,397.96,69.78,99.68,80.22,4.29,49.79,24.99,8.49,11.88,6.18,500.0,Severe
Mumbai,2018-11-27,182.19,354.7,50.42,72.03,64.07,4.63,33.3,42.47,10.68,10.87,4.57,500.0,Severe
Mumbai,2018-11-28,188.58,390.45,63.52,90.74,,5.35,48.23,42.68,5.57,10.23,8.41,500.0,Severe
Mumbai,2018-11-29,197.92,416.96,57.63,82.33,74.15,4.4,43.43,56.5,11.56,13.41,6.27,500.0,Severe
Mumbai,2018-11-30,134.5,226.65,55.55,79.36,77.75,3.78,36.7,52.32,6.33,11.65,4.02,500.0,Severe
Mumbai,2018-12-01,76.26,201.43,41.76,59.66,38.91,3.0,18.39,27.61,8.13,15.3,5.91,318.0,Very Poor
Mumbai,2018-12-02,154.25,284.27,48.06,68.66,78.14,4.15,30.4,15.38,16.1,10.63,4.72,500.0,Severe
Mumbai,2018-12-03,140.56,288.94,34.73,49.61,53.28,4.11,22.21,56.25,12.9,17.14,7.77,500.0,Severe
Mumbai,2018-12-04,242.62,445.62,75.59,107.98,89.05,6.28,54.78,16.53,7.07,8.49,7.46,500.0,Severe
Mumbai,2018-12-05,201.25,387.49,56.53,80.76,81.86,5.34,42.61,31.92,10.13,18.17,7.1,500.0,Severe
Mumbai,2018-12-06,188.21,325.68,63.93,91.32,76.39,5.41,39.43,13.96,10.52,11.64,4.56,500.0,Severe
Mumbai,2018-12-07,99.42,173.59,38.15,54.5,44.23,3.43,38.15,46.54,5.27,16.01,3.65,415.0,Severe
Mumbai,2018-12-08,198.78,365.59,51.68,73.82,89.91,5.63,45.37,38.25,12.0,11.27,5.26,500.0,Severe
Mumbai,2018-12-09,156.12,287.71,38.26,54.65,65.38,3.48,32.79,24.01,9.23,10.42,1.77,500.0,Severe
Mumbai,2018-12-10,158.4,271.12,38.65,55.21,60.97,3.89,40.72,38.75,4.78,15.56,5.44,500.0,Severe
Mumbai,2018-12-11,100.18,188.95,39.72,56.74,57.34,3.29,20.5,38.26,11.08,17.4,7.72,418.0,Severe
Mumbai,2018-12-12,145.4,288.44,60.65,86.64,53.16,5.02,24.29,43.04,9.06,16.44,4.35,500.0,Severe
Mumbai,2018-12-13,196.23,350.33,63.71,91.01,82.72,5.13,43.9,58.64,7.48,12.0,8.03,500.0,Severe
Mumbai,2018-12-14,185.79,365.44,65.58,93.68,82.97,5.41,54.85,23.21,13.06,,4.21,500.0,Severe
Mumbai,2018-12-15,203.84,317.18,59.05,84.36,91.87,5.43,44.75,51.25,7.64,10.12,6.7,500.0,Severe
Mumbai,2018-12-16,114.84,156.26,54.84,78.35,60.44,3.57,38.61,,14.98,15.52,6.59,479.0,Severe
Mumbai,2018-12-17,168.22,347.11,49.99,71.41,53.85,4.06,33.94,10.0,8.32,16.8,4.93,500.0,Severe
Mumbai,2018-12-18,96.64,185.77,63.22,90.32,46.02,2.73,44.35,40.99,8.43,15.67,5.74,403.0,Severe
Mumbai,2018-12-19,196.53,397.21,72.44,103.49,88.35,4.82,35.66,35.13,9.99,10.89,5.08,500.0,Severe
Mumbai,2018-12-20,158.79,218.65,50.23,71.76,57.47,4.24,39.89,33.94,4.34,9.45,7.32,500.0,Severe
Mumbai,2018-12-21,201.42,390.15,72.33,103.33,88.73,4.8,40.37,35.53,8.4,11.7,8.31,500.0,Severe
Mumbai,2018-12-22,64.41,89.48,25.59,36.56,,3.28,27.54,39.67,4.83,9.41,1.32,269.0,Poor
Mumbai,2018-12-23,97.17,138.45,50.21,71.73,36.64,3.19,36.33,41.73,9.15,11.61,7.32,405.0,Severe
Mumbai,2018-12-24,105.32,276.87,50.33,71.9,58.52,3.23,19.49,42.44,7.96,15.15,5.86,439.0,Severe
Mumbai,2018-12-25,121.39,313.84,50.2,71.71,51.74,3.6,42.41,70.02,6.65,15.37,8.46,500.0,Severe
Mumbai,2018-12-26,196.28,321.34,69.38,99.11,60.7,4.17,47.14,54.91,7.96,10.23,4.72,500.0,Severe
Mumbai,2018-12-27,252.52,541.4,75.09,107.27,86.49,6.29,49.85,56.41,1.0,10.1,1.36,500.0,Severe
Mumbai,2018-12-28,180.66,322.79,53.08,75.83,60.84,4.55,48.89,39.86,8.22,15.84,4.24,500.0,Severe
Mumbai,2018-12-29,151.27,294.14,55.58,79.41,66.34,3.88,43.73,45.43,13.33,7.01,10.35,500.0,Severe
Mumbai,2018-12-30,124.97,241.96,45.47,64.96,53.29,4.32,22.84,32.77,14.2,6.91,7.64,500.0,Severe
Mumbai,2018-12-31,127.49,210.08,51.45,73.5,53.91,4.05,25.92,50.59,8.86,10.83,5.86,500.0,Severe
Mumbai,2019-01-01,150.61,288.79,58.61,83.73,65.21,4.51,30.35,17.56,8.79,13.87,3.98,500.0,Severe
Mumbai,2019-01-02,173.65,346.19,44.9,64.14,86.31,4.76,43.26,38.01,8.23,14.21,8.31,500.0,Severe
Mumbai,2019-01-03,128.6,204.88,45.03,64.32,66.11,3.48,46.2,46.19,7.36,11.62,7.91,500.0,Severe
Mumbai,2019-01-04,250.31,437.59,73.39,104.85,90.76,6.35,,38.76,5.14,14.27,3.14,500.0,Severe
Mumbai,2019-01-05,93.55,146.87,54.53,77.89,58.36,3.42,29.23,39.87,1.7,9.18,4.96,390.0,Very Poor
Mumbai,2019-01-06,159.74,321.61,58.03,82.89,66.44,4.38,20.9,65.96,9.48,16.23,7.14,500.0,Severe
Mumbai,2019-01-07,207.81,322.04,70.77,101.1,87.41,5.42,54.44,69.37,6.24,13.04,7.72,500.0,Severe
Mumbai,2019-01-08,195.31,294.62,63.38,90.55,84.52,4.83,30.85,40.31,3.56,13.73,5.93,500.0,Severe
Mumbai,2019-01-09,236.04,455.0,61.53,87.9,94.23,6.14,48.4,16.82,7.19,12.98,1.53,500.0,Severe
Mumbai,2019-01-10,113.99,192.2,50.6,72.29,29.54,2.85,15.71,38.26,5.65,10.11,9.04,475.0,Severe
Mumbai,2019-01-11,174.85,203.4,51.25,73.21,73.99,4.58,33.19,58.84,7.54,12.07,5.36,500.0,Severe
Mumbai,2019-01-12,196.07,296.09,62.27,88.96,77.72,5.49,63.54,35.72,9.65,15.29,3.93,500.0,Severe
Mumbai,2019-01-13,130.88,243.28,55.69,79.55,61.12,4.09,36.57,28.79,9.03,9.24,8.0,500.0,Severe
Mumbai,2019-01-14,162.71,280.67,48.24,68.92,55.75,4.99,47.7,49.65,5.23,9.42,4.54,500.0,Severe
Mumbai,2019-01-15,197.65,338.26,58.84,84.06,73.63,5.67,40.98,32.48,6.69,8.07,3.94,500.0,Severe
